# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0
0.01,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0
0.02,0,1.787e-4,2.143e-4,0.107,0.129,0,0,0,0,1.184e-4,0.071,28.61,-80.6,89.998,0,0,0,90,0
0.03,8.969e-5,0.026,0.026,5.06,5.061,-4.767e-6,0,4.767e-6,270,8.38e-4,0.073,28.61,-80.6,89.709,0,0,0,90,0
0.04,6.854e-4,0.101,0.101,10.015,10.015,-1.682e-5,0,1.682e-5,270,0.002,0.075,28.61,-80.6,88.879,0,0,0,90,0
0.05,0.002,0.226,0.226,14.972,14.972,-3.636e-5,0,3.636e-5,270,0.002,0.077,28.61,-80.6,87.525,0,0,0,90,0
0.06,0.005,0.401,0.401,19.931,19.931,-6.358e-5,0,6.358e-5,270,0.003,0.079,28.61,-80.6,85.656,0,0,0,90,0
0.07,0.01,0.625,0.625,24.892,24.892,-9.866e-5,0,9.866e-5,270,0.004,0.081,28.61,-80.6,83.299,0,0,0,90,0
0.08,0.018,0.899,0.899,29.855,29.855,-1.418e-4,0,1.418e-4,270,0.005,0.083,28.61,-80.6,80.483,0,0,0,90,0
0.09,0.029,1.222,1.222,34.82,34.82,-1.933e-4,0,1.933e-4,270,0.006,0,28.61,-80.6,77.253,0,0,0,90,0
0.1,0.043,1.595,1.595,39.787,39.787,-2.491e-4,0,2.491e-4,270,0.006,0,28.61,-80.6,73.671,0,0,0,90,0
0.11,0.061,2.018,2.018,44.756,44.756,-3.049e-4,0,3.049e-4,270,0.006,0,28.61,-80.6,69.407,0,0,0,90,0
0.12,0.083,2.49,2.49,49.727,49.727,-3.607e-4,0,3.607e-4,270,0.006,0,28.61,-80.6,64.817,0,0,0,90,0
0.13,0.111,3.012,3.012,54.7,54.7,-4.165e-4,0,4.165e-4,270,0.006,0,28.61,-80.6,60.021,0,0,0,90,0
0.14,0.144,3.584,3.584,59.675,59.675,-4.723e-4,0,4.723e-4,270,0.006,0,28.61,-80.6,55.152,0,0,0,90,0
0.146,0.166,3.951,3.951,62.661,62.661,-5.057e-4,0,5.057e-4,270,0.006,0,28.61,-80.6,52.252,0,0,0,90,0
0.155,0.204,4.516,4.516,62.732,62.732,-5.559e-4,0,5.559e-4,270,0.006,0,28.61,-80.6,48.582,0,0,0,90,0
0.165,0.253,5.143,5.143,62.81,62.81,-6.117e-4,0,6.117e-4,270,0.006,0,28.61,-80.6,45.36,0,0,0,90,0
0.175,0.307,5.772,5.772,62.889,62.889,-6.675e-4,0,6.675e-4,270,0.006,0,28.61,-80.6,42.549,0,0,0,90,0
0.185,0.368,6.401,6.401,62.967,62.967,-7.233e-4,0,7.233e-4,270,0.006,0,28.61,-80.6,40.087,0,0,0,90,0
0.195,0.435,7.031,7.031,63.045,63.045,-7.791e-4,0,7.791e-4,270,0.006,0,28.61,-80.6,37.919,0,0,0,90,0
0.205,0.509,7.662,7.662,63.123,63.123,-8.349e-4,0,8.349e-4,270,0.006,0,28.61,-80.6,36.061,0,0,0,90,0
0.215,0.588,8.294,8.294,63.201,63.201,-8.907e-4,0,8.907e-4,270,0.006,0,28.61,-80.6,34.467,0,0,0,90,0
0.225,0.675,8.926,8.926,63.279,63.279,-9.464e-4,0,9.464e-4,270,0.006,0,28.61,-80.6,33.047,0,0,0,90,0
0.235,0.767,9.559,9.559,63.357,63.357,-0.001,0,0.001,270,0.006,0,28.61,-80.6,31.774,0,0,0,90,0
0.245,0.866,10.193,10.193,63.434,63.434,-0.001,0,0.001,270,0.006,0,28.61,-80.6,30.628,0,0,0,90,0
0.255,0.971,10.828,10.828,63.512,63.512,-0.001,0,0.001,270,0.006,0,28.61,-80.6,29.3,0,0,0,90,0
0.265,1.082,11.463,11.463,63.589,63.589,-0.001,0,0.001,270,0.006,0,28.61,-80.6,27.804,0,0,0,90,0
0.275,1.2,12.1,12.1,63.666,63.666,-0.001,0,0.001,270,0.006,0,28.61,-80.6,26.428,0,0,0,90,0
0.285,1.324,12.737,12.737,63.743,63.743,-0.001,0,0.001,270,0.006,0,28.61,-80.6,25.16,0,0,0,90,0
0.295,1.455,13.374,13.374,63.82,63.82,-0.001,0,0.001,270,0.006,0,28.61,-80.6,23.988,0,0,0,90,0
0.305,1.592,14.013,14.013,63.897,63.897,-0.001,0,0.001,270,0.006,0,28.61,-80.6,22.852,0,0,0,90,0
0.315,1.735,14.652,14.652,63.974,63.974,-0.001,0,0.001,270,0.006,0,28.61,-80.6,21.749,0,0,0,90,0
0.325,1.885,15.292,15.292,64.05,64.05,-0.002,0,0.002,270,0.006,0,28.61,-80.6,20.722,0,0,0,90,0
0.335,2.041,15.933,15.933,64.127,64.127,-0.002,0,0.002,270,0.006,0,28.61,-80.6,19.764,0,0,0,90,0
0.345,2.203,16.575,16.575,64.204,64.204,-0.002,0,0.002,270,0.006,0,28.61,-80.6,18.869,0,0,0,90,0
0.355,2.372,17.217,17.217,64.28,64.28,-0.002,0,0.002,270,0.006,0,28.61,-80.6,18.183,0,0,0,90,0
0.365,2.548,17.861,17.861,64.357,64.357,-0.002,0,0.002,270,0.006,0,28.61,-80.6,17.687,0,0,0,90,0
0.375,2.73,18.505,18.505,64.433,64.433,-0.002,0,0.002,270,0.006,0,28.61,-80.6,17.222,0,0,0,90,0
0.385,2.918,19.149,19.149,64.509,64.509,-0.002,0,0.002,270,0.006,0,28.61,-80.6,16.786,0,0,0,90,0
0.395,3.113,19.795,19.795,64.585,64.585,-0.002,0,0.002,270,0.006,0,28.61,-80.6,16.376,0,0,0,90,0
0.405,3.314,20.441,20.441,64.662,64.662,-0.002,0,0.002,270,0.006,0,28.61,-80.6,15.862,0,0,0,90,0
0.415,3.521,21.088,21.088,64.738,64.738,-0.002,0,0.002,270,0.006,0,28.61,-80.6,15.251,0,0,0,90,0
0.425,3.736,21.736,21.736,64.815,64.815,-0.002,0,0.002,270,0.006,0,28.61,-80.6,14.674,0,0,0,90,0
0.435,3.956,22.384,22.384,64.891,64.891,-0.002,0,0.002,270,0.006,0,28.61,-80.6,14.126,0,0,0,90,0
0.446,4.206,23.099,23.099,64.976,64.976,-0.002,-5.122e-9,0.002,270,0.006,0,28.61,-80.6,13.556,0,0,0,90,0
0.456,4.441,23.748,23.748,65.004,65.004,-0.002,-5.257e-9,0.002,270,0.006,0,28.61,-80.6,13.214,0,0,0,90,0
0.466,4.681,24.399,24.399,65.033,65.033,-0.002,-5.392e-9,0.002,270,0.006,0,28.61,-80.6,12.986,0,0,0,90,0
0.476,4.929,25.049,25.049,65.061,65.061,-0.002,-5.527e-9,0.002,270,0.006,0,28.61,-80.6,12.77,0,0,0,90,0
0.486,5.182,25.7,25.7,65.089,65.089,-0.002,-5.662e-9,0.002,270,0.006,0,28.61,-80.6,12.564,0,0,0,90,0
0.496,5.443,26.351,26.351,65.117,65.117,-0.002,-5.797e-9,0.002,270,0.006,0,28.61,-80.6,12.368,0,0,0,90,0
0.506,5.709,27.002,27.002,65.145,65.145,-0.003,-5.932e-9,0.003,270,0.006,0,28.61,-80.6,12.135,0,0,0,90,0
0.516,5.983,27.654,27.654,65.173,65.173,-0.003,-6.067e-9,0.003,270,0.006,0,28.61,-80.6,11.884,0,0,0,90,0
0.526,6.262,28.306,28.306,65.201,65.208,-0.003,-6.202e-9,0.003,270,0.006,0.966,28.61,-80.6,11.644,0,0,0,90,0
0.541,6.694,29.284,29.284,65.243,65.25,-0.003,-6.496e-9,0.003,270,0.02,0.986,28.61,-80.6,11.271,0,0.495,5.573e-5,89.996,90.006
0.564,7.37,30.753,30.753,65.306,65.314,-0.004,-7.876e-9,0.004,270,0.042,0.981,28.61,-80.6,10.614,0,1.271,-2.145e-5,89.977,90.002
0.597,8.445,32.958,32.958,65.402,65.409,-0.006,-1.361e-8,0.006,270,0.075,0.906,28.61,-80.6,9.581,0,2.481,-2.2e-5,89.913,90
0.647,10.175,36.232,36.232,65.544,65.547,-0.01,-3.33e-8,0.01,270,0.115,0.676,28.61,-80.6,8.175,0,4.351,2.13e-4,89.743,90.001
0.697,12.068,39.513,39.513,65.681,65.682,-0.017,-8.217e-8,0.017,270,0.141,0.336,28.61,-80.6,7.136,0,6.3,2.809e-4,89.477,90.002
0.746,14.072,42.718,42.718,65.813,65.813,-0.024,-1.95e-7,0.024,270,0.145,0.184,28.61,-80.6,5.977,0,8.233,9.629e-5,89.123,90.001
0.796,16.291,46.011,46.011,65.907,65.912,-0.031,-4.022e-7,0.031,269.999,0.119,0.868,28.61,-80.6,4.887,0,10.155,1.217e-5,88.663,90.001
0.846,18.674,49.308,49.308,65.988,66.01,-0.035,-6.925e-7,0.035,269.999,0.055,1.711,28.61,-80.6,3.839,0,11.943,2.934e-4,88.109,90.001
0.896,21.222,52.609,52.609,66.051,66.103,-0.035,-1.076e-6,0.035,269.998,0.052,2.621,28.61,-80.6,3.157,0,13.582,4.898e-4,87.471,90.001
0.946,23.935,55.913,55.913,66.094,66.196,-0.029,-1.586e-6,0.029,269.997,0.209,3.682,28.61,-80.6,2.421,0,15.065,9.408e-4,86.754,90.001
0.996,26.813,59.218,59.22,66.104,66.292,-0.013,-2.287e-6,0.013,269.99,0.425,4.986,28.61,-80.6,1.276,0,16.152,0.002,85.971,90.001
1.046,29.856,62.523,62.527,66.086,66.383,0.015,-3.298e-6,0.015,90.013,0.707,6.271,28.61,-80.6,0.536,0,16.695,0.005,85.148,90.002
1.096,33.065,65.821,65.829,65.813,66.26,0.058,-4.742e-6,0.058,90.005,1.055,7.682,28.61,-80.6,0.475,0,-16.618,0.005,84.311,90.002
1.146,36.438,69.104,69.12,65.508,66.133,0.121,-6.735e-6,0.121,90.003,1.474,9.073,28.61,-80.6,1.319,0,-15.711,0.002,83.5,90.002
1.196,39.975,72.371,72.398,65.199,66.001,0.207,-9.36e-6,0.207,90.003,1.958,10.26,28.61,-80.6,1.724,0,-14.12,0.002,82.752,90.002
1.246,43.675,75.623,75.665,64.877,65.867,0.318,-1.254e-5,0.318,90.002,2.5,11.372,28.61,-80.6,2.158,0,-11.962,0.001,82.097,90.001
1.296,47.537,78.859,78.92,64.57,65.725,0.458,-1.604e-5,0.458,90.002,3.092,12.27,28.61,-80.6,2.416,0,-9.216,0.002,81.566,90.001
1.346,51.561,82.081,82.166,64.309,65.573,0.628,-1.939e-5,0.628,90.002,3.72,12.815,28.61,-80.6,2.357,-1.082e-6,-6.114,0.003,81.182,90
1.396,55.745,85.286,85.398,63.897,65.237,0.83,-2.192e-5,0.83,90.002,4.371,13.157,28.61,-80.6,2.357,-6.17e-7,-2.804,0.003,80.958,89.999
1.446,60.089,88.471,88.614,63.504,64.894,1.065,-2.266e-5,1.065,90.001,5.035,13.362,28.61,-80.6,2.483,0,0.871,0.003,80.907,89.998
1.496,64.592,91.639,91.815,63.213,64.53,1.333,-2.074e-5,1.333,90.001,5.695,12.971,28.61,-80.6,2.103,-9.712e-7,4.655,0.003,81.047,89.997
1.546,69.253,94.794,95.004,62.989,64.149,1.634,-1.547e-5,1.634,90.001,6.324,12.145,28.61,-80.6,1.483,-1.9e-6,7.828,0.004,81.362,89.996
1.596,74.071,97.938,98.181,62.802,63.755,1.965,-6.363e-6,1.965,90,6.904,10.986,28.61,-80.6,0.711,-1.583e-6,9.902,0.009,81.811,89.995
1.646,79.046,101.073,101.345,62.588,63.36,2.324,7.082e-6,2.324,90,7.425,9.857,28.61,-80.6,0.152,-1.354e-6,10.731,0.041,82.331,89.995
1.696,84.178,104.197,104.495,62.364,62.953,2.707,2.534e-5,2.707,89.999,7.886,8.597,28.61,-80.6,0.484,-1.397e-6,-10.312,0.011,82.863,89.993
1.746,89.466,107.309,107.628,62.096,62.549,3.111,4.9e-5,3.111,89.999,8.288,7.519,28.61,-80.6,0.913,-8.454e-7,-8.605,0.005,83.341,89.992
1.796,94.909,110.406,110.744,61.776,62.15,3.535,7.853e-5,3.535,89.999,8.645,6.807,28.61,-80.6,1.065,-1.276e-6,-6.077,0.004,83.71,89.991
1.846,100.506,113.486,113.84,61.443,61.743,3.975,1.142e-4,3.975,89.998,8.966,6.08,28.61,-80.6,1.375,0,-2.823,0.004,83.937,89.991
1.896,106.257,116.549,116.916,61.056,61.341,4.431,1.554e-4,4.431,89.998,9.264,5.905,28.61,-80.6,1.371,1.091e-6,1.088,0.002,83.981,89.992
1.946,112.161,119.59,119.973,60.585,60.949,4.902,2.018e-4,4.902,89.998,9.576,6.653,28.61,-80.6,0.793,5.199e-7,4.353,0.005,83.839,89.995
1.95,112.64,119.832,120.217,60.545,60.918,4.94,2.056e-4,4.94,89.998,9.602,6.732,28.61,-80.6,0.739,5.201e-7,4.54,0.006,83.821,89.995
1.956,113.36,120.195,120.582,60.485,60.865,4.998,2.115e-4,4.998,89.998,9.643,6.795,28.61,-80.6,0.706,5.22e-7,4.807,0.006,83.793,89.995
1.965,114.444,120.739,121.129,60.394,60.787,5.085,2.204e-4,5.085,89.998,9.704,6.896,28.61,-80.6,0.653,5.302e-7,5.186,0.006,83.748,89.996
1.978,116.079,121.554,121.948,60.256,60.669,5.216,2.34e-4,5.216,89.997,9.799,7.064,28.61,-80.6,0.569,5.26e-7,5.704,0.008,83.674,89.997
1.999,118.553,122.772,123.174,60.044,60.492,5.416,2.546e-4,5.416,89.997,9.945,7.345,28.61,-80.6,0.434,5.499e-7,6.35,0.01,83.552,89.998
2.029,122.31,124.591,125.006,59.727,60.223,5.722,2.861e-4,5.722,89.997,10.173,7.716,28.61,-80.6,0.299,5.529e-7,7.077,0.018,83.347,90
2.075,128.049,127.301,127.737,59.224,59.822,6.194,3.334e-4,6.194,89.997,10.54,8.437,28.61,-80.6,0.007,8.467e-7,7.564,0.78,83.009,90.002
2.125,134.487,130.248,130.71,58.668,59.377,6.732,3.84e-4,6.732,89.997,10.982,9.143,28.61,-80.6,0.23,8.881e-7,-7.006,0.025,82.641,90.003
2.175,141.073,133.168,133.659,58.137,58.919,7.292,4.326e-4,7.292,89.997,11.451,9.566,28.61,-80.6,0.286,9.491e-7,-5.99,0.016,82.315,90.003
2.225,147.804,136.062,136.584,57.611,58.456,7.877,4.789e-4,7.877,89.997,11.937,9.902,28.61,-80.6,0.327,1.002e-6,-4.788,0.017,82.044,90.002
2.254,151.817,137.746,138.288,57.306,58.182,8.231,5.052e-4,8.231,89.996,12.23,10.057,28.61,-80.6,0.347,9.315e-7,-3.959,0.013,81.916,90.001
2.298,157.929,140.257,140.828,56.899,57.804,8.779,5.448e-4,8.779,89.996,12.675,10.187,28.61,-80.6,0.343,1.689e-6,-2.636,0.011,81.771,89.998
2.348,165.012,143.09,143.696,56.421,57.377,9.425,5.925e-4,9.425,89.996,13.192,10.434,28.61,-80.6,0.452,2.264e-6,-0.824,0.012,81.682,89.994
2.398,172.237,145.9,146.543,56,56.932,10.098,6.47e-4,10.098,89.996,13.71,10.262,28.61,-80.6,0.379,2.206e-6,1.166,0.008,81.692,89.991
2.448,179.602,148.691,149.368,55.645,56.466,10.796,7.111e-4,10.796,89.996,14.208,9.589,28.61,-80.6,0.088,1.345e-6,2.335,0.024,81.785,89.99
2.498,187.106,151.463,152.173,55.243,56.01,11.518,7.857e-4,11.518,89.996,14.678,9.238,28.61,-80.6,0.007,1.425e-6,2.541,0.333,81.909,89.99
2.548,194.748,154.216,154.956,54.853,55.544,12.263,8.711e-4,12.263,89.996,15.127,8.737,28.61,-80.6,0.148,1.856e-6,-2.178,0.015,82.031,89.99
2.554,195.679,154.546,155.29,54.801,55.489,12.355,8.821e-4,12.355,89.996,15.18,8.71,28.61,-80.6,0.15,1.855e-6,-2.078,0.014,82.044,89.991
2.563,197.079,155.042,155.791,54.731,55.418,12.492,8.988e-4,12.492,89.996,15.259,8.697,28.61,-80.6,0.14,1.856e-6,-1.934,0.015,82.062,89.991
2.577,199.188,155.784,156.541,54.624,55.31,12.7,9.244e-4,12.7,89.996,15.377,8.685,28.61,-80.6,0.123,1.858e-6,-1.737,0.015,82.087,89.992
2.597,202.371,156.894,157.663,54.462,55.149,13.015,9.639e-4,13.015,89.996,15.553,8.682,28.61,-80.6,0.094,1.877e-6,-1.487,0.012,82.12,89.993
2.628,207.187,158.553,159.34,54.231,54.902,13.494,0.001,13.494,89.996,15.817,8.554,28.61,-80.6,0.115,1.876e-6,-1.13,0.009,82.16,89.995
2.673,214.505,161.029,161.842,53.886,54.525,14.227,0.001,14.227,89.995,16.204,8.329,28.61,-80.6,0.174,2.3e-6,-0.396,0.005,82.196,89.997
2.723,222.624,163.714,164.555,53.48,54.115,15.048,0.001,15.048,89.995,16.616,8.268,28.61,-80.6,0.175,1.942e-6,0.805,0.011,82.186,90
2.773,230.876,166.377,167.246,53.052,53.703,15.889,0.001,15.889,89.995,17.034,8.337,28.61,-80.6,0.144,2.178e-6,1.68,0.01,82.123,90.002
2.823,239.261,169.018,169.917,52.598,53.29,16.751,0.001,16.751,89.995,17.452,8.56,28.61,-80.6,0.071,1.593e-6,2.585,0.019,82.015,90
2.854,244.474,170.628,171.546,52.294,53.042,17.291,0.001,17.291,89.995,17.72,8.873,28.61,-80.6,0.039,1.644e-6,-2.65,0.041,81.933,89.999
2.9,252.385,173.025,173.973,51.803,52.62,18.116,0.002,18.116,89.995,18.137,9.241,28.61,-80.6,0.163,9.059e-7,-1.981,0.013,81.823,89.995
2.95,261.101,175.601,176.585,51.269,52.164,19.035,0.002,19.035,89.995,18.61,9.619,28.61,-80.6,0.305,4.255e-7,-0.23,0.019,81.764,89.99
3,269.945,178.155,179.173,50.884,51.656,19.977,0.002,19.977,89.995,19.074,8.897,28.61,-80.6,0.063,-9.287e-7,1.173,0.032,81.795,89.986
3.05,278.916,180.69,181.739,50.497,51.149,20.942,0.002,20.942,89.995,19.5,8.143,28.61,-80.6,0.168,-3.561e-7,-0.73,0.004,81.849,89.983
3.1,288.013,183.202,184.281,50.012,50.663,21.927,0.002,21.927,89.995,19.904,8.095,28.61,-80.6,0.155,2.987e-7,0.603,0.004,81.852,89.984
3.15,297.236,185.689,186.798,49.453,50.192,22.932,0.002,22.932,89.994,20.321,8.58,28.61,-80.6,0.023,0,-1.144,-0.042,81.803,89.99
3.154,297.971,185.885,186.996,49.413,50.153,23.013,0.002,23.013,89.994,20.355,8.588,28.61,-80.6,0.026,0,-1.128,-0.036,81.798,89.99
3.16,299.076,186.178,187.293,49.349,50.093,23.134,0.002,23.134,89.994,20.406,8.598,28.61,-80.6,0.031,0,-1.098,-0.028,81.791,89.991
3.169,300.736,186.617,187.738,49.255,50.002,23.316,0.002,23.316,89.994,20.483,8.613,28.61,-80.6,0.036,0,-1.049,-0.021,81.782,89.993
3.182,303.234,187.274,188.404,49.113,49.865,23.59,0.002,23.59,89.994,20.598,8.631,28.61,-80.6,0.044,0,-0.959,-0.014,81.769,89.995
3.202,306.996,188.256,189.399,48.901,49.66,24.005,0.002,24.005,89.994,20.771,8.647,28.61,-80.6,0.053,0,-0.788,-0.005,81.751,89.998
3.232,312.677,189.722,190.884,48.588,49.349,24.633,0.003,24.633,89.994,21.031,8.635,28.61,-80.6,0.057,0,-0.493,-0.003,81.732,90.001
3.277,321.281,191.902,193.094,48.127,48.879,25.59,0.003,25.59,89.994,21.418,8.541,28.61,-80.6,0.043,3.477e-7,-0.08,-0.004,81.719,90.003
3.327,330.936,194.296,195.519,47.605,48.358,26.672,0.003,26.672,89.994,21.843,8.498,28.61,-80.6,0.053,7.035e-7,0.251,-0.008,81.723,90.005
3.377,340.71,196.663,197.919,47.125,47.82,27.774,0.003,27.774,89.994,22.263,8.122,28.61,-80.6,0.032,1.253e-6,-0.652,-0.038,81.749,90.003
3.427,350.602,199.008,200.293,46.65,47.277,28.897,0.003,28.897,89.994,22.655,7.673,28.61,-80.6,0.138,1.206e-6,0.353,-0.015,81.761,89.998
3.454,355.913,200.245,201.546,46.37,46.992,29.503,0.003,29.503,89.994,22.858,7.623,28.61,-80.6,0.145,1.348e-6,1.119,-0.013,81.741,89.995
3.494,363.942,202.088,203.411,45.954,46.613,30.421,0.003,30.421,89.994,23.166,7.81,28.61,-80.6,0.09,1.179e-6,2.096,-0.011,81.676,89.992
3.544,374.103,204.371,205.726,45.39,46.148,31.59,0.004,31.59,89.994,23.569,8.33,28.61,-80.6,0.046,8.723e-7,-2.339,-0.021,81.559,89.991
3.594,384.379,206.627,208.016,44.847,45.676,32.779,0.004,32.779,89.993,23.995,8.666,28.61,-80.6,0.132,2.204e-6,-1.315,-0.008,81.464,89.991
3.644,394.766,208.858,210.281,44.401,45.169,33.989,0.004,33.989,89.993,24.421,8.294,28.61,-80.6,0.04,1.478e-6,-0.273,-0.011,81.429,89.993
3.694,405.264,211.066,212.522,43.907,44.68,35.221,0.004,35.221,89.993,24.834,8.279,28.61,-80.6,0.054,2.814e-6,0.206,-0.009,81.426,89.996
3.744,415.872,213.25,214.738,43.449,44.177,36.472,0.004,36.472,89.993,25.242,7.985,28.61,-80.6,0.001,3.181e-6,0.527,-0.229,81.448,89.997
3.758,418.881,213.861,215.359,43.32,44.034,36.829,0.004,36.829,89.993,25.354,7.898,28.61,-80.6,0.014,3.181e-6,-0.552,-0.026,81.456,89.997
3.779,423.411,214.774,216.285,43.11,43.808,37.367,0.004,37.367,89.993,25.52,7.788,28.61,-80.6,0.03,3.197e-6,-0.442,-0.013,81.467,89.997
3.811,430.242,216.136,217.666,42.779,43.472,38.18,0.005,38.18,89.993,25.765,7.735,28.61,-80.6,0.028,3.449e-6,-0.155,-0.01,81.476,89.995
3.858,440.568,218.158,219.718,42.25,42.977,39.414,0.005,39.414,89.993,26.137,7.87,28.61,-80.6,0.025,3.443e-6,0.186,0.004,81.482,89.994
3.908,451.529,220.257,221.849,41.733,42.44,40.73,0.005,40.73,89.993,26.526,7.718,28.61,-80.6,0.01,3.538e-6,0.401,0.026,81.497,89.99
3.958,462.594,222.331,223.953,41.224,41.897,42.066,0.005,42.066,89.993,26.908,7.48,28.61,-80.6,0.023,3.728e-6,-0.397,0.013,81.519,89.988
4.008,473.762,224.381,226.031,40.746,41.34,43.421,0.005,43.421,89.993,27.268,6.979,28.61,-80.6,0.118,4.415e-6,0.617,0.021,81.519,89.991
4.058,485.031,226.405,228.082,40.197,40.795,44.793,0.006,44.793,89.993,27.614,6.959,28.61,-80.6,0.117,7.105e-6,2.343,0.034,81.444,89.998
4.062,485.848,226.549,228.229,40.153,40.757,44.892,0.006,44.892,89.993,27.639,6.99,28.61,-80.6,0.11,7.105e-6,2.455,0.036,81.436,89.998
4.067,487.073,226.766,228.449,40.08,40.693,45.042,0.006,45.042,89.993,27.677,7.04,28.61,-80.6,0.099,7.109e-6,2.611,0.041,81.422,89.999
4.076,488.913,227.091,228.778,39.969,40.599,45.266,0.006,45.266,89.993,27.734,7.121,28.61,-80.6,0.082,7.105e-6,2.813,0.048,81.4,90
4.088,491.679,227.576,229.27,39.801,40.457,45.604,0.006,45.604,89.993,27.822,7.257,28.61,-80.6,0.053,7.109e-6,3.039,0.078,81.364,90
4.106,495.838,228.3,230.005,39.552,40.244,46.113,0.006,46.113,89.993,27.956,7.434,28.61,-80.6,0.018,7.126e-6,3.194,0.23,81.307,90.001
4.133,502.102,229.378,231.1,39.193,39.918,46.881,0.006,46.881,89.993,28.161,7.575,28.61,-80.6,0.008,7.121e-6,-3.202,0.455,81.218,90
4.174,511.552,230.975,232.724,38.624,39.442,48.044,0.006,48.044,89.993,28.479,7.989,28.61,-80.6,0.09,7.26e-6,-2.777,0.038,81.092,89.996
4.224,523.148,232.889,234.674,37.961,38.859,49.478,0.006,49.478,89.993,28.889,8.307,28.61,-80.599,0.158,1.071e-5,-0.81,0.016,80.998,89.988
4.274,534.84,234.773,236.594,37.395,38.242,50.933,0.007,50.933,89.993,29.299,8.007,28.61,-80.599,0.116,1.125e-5,1.33,0.015,81.014,89.984
4.324,546.625,236.63,238.484,36.861,37.62,52.407,0.007,52.407,89.993,29.684,7.515,28.61,-80.599,0.049,1.062e-5,2.401,0.048,81.111,89.985
4.362,555.559,238.01,239.888,36.469,37.151,53.53,0.007,53.53,89.992,29.96,7.083,28.61,-80.599,0.008,1.041e-5,-2.731,0.204,81.21,89.987
4.412,567.505,239.82,241.726,35.931,36.482,55.037,0.007,55.037,89.992,30.294,6.315,28.61,-80.599,0.121,8.88e-6,-1.643,0.013,81.327,89.994
4.462,579.541,241.602,243.532,35.314,35.829,56.559,0.008,56.559,89.992,30.601,6.056,28.61,-80.599,0.146,4.659e-6,0.65,0.013,81.353,89.998
4.512,591.665,243.35,245.305,34.588,35.198,58.097,0.008,58.097,89.992,30.911,6.529,28.61,-80.599,0.048,6.497e-6,2.455,0.061,81.268,90
4.562,603.875,245.059,247.045,33.814,34.594,59.651,0.008,59.651,89.992,31.261,7.305,28.61,-80.599,0.101,8.875e-6,-1.769,0.027,81.153,89.994
4.612,616.17,246.734,248.752,33.179,33.936,61.223,0.009,61.223,89.992,31.624,7.124,28.61,-80.599,0.078,1.347e-5,-0.138,0.016,81.107,89.987
4.663,628.797,248.411,250.46,32.593,33.244,62.845,0.009,62.845,89.992,31.973,6.546,28.61,-80.599,0.008,1.386e-5,-0.473,0.068,81.122,89.984
4.713,641.258,250.027,252.104,32.033,32.648,64.452,0.009,64.452,89.992,32.29,6.309,28.61,-80.599,0.033,1.371e-5,0.18,0.003,81.131,89.985
4.763,653.799,251.612,253.718,31.362,32.099,66.074,0.01,66.074,89.992,32.618,6.843,28.61,-80.599,0.077,1.412e-5,0.221,-0.012,81.124,89.989
4.813,666.418,253.165,255.302,30.782,31.518,67.714,0.01,67.714,89.992,32.966,6.772,28.61,-80.599,0.087,1.259e-5,2.178,-0.004,81.185,89.991
4.863,679.115,254.693,256.858,30.356,30.87,69.37,0.01,69.37,89.992,33.274,5.608,28.61,-80.599,0.084,1.317e-5,-2.123,-0.01,81.305,89.99
4.913,691.887,256.198,258.384,29.824,30.266,71.04,0.011,71.04,89.991,33.538,5.151,28.61,-80.599,0.139,1.346e-5,0.279,0.004,81.354,89.989
4.962,704.477,257.644,259.852,29.148,29.715,72.69,0.011,72.69,89.991,33.803,5.779,28.61,-80.599,0.025,1.502e-5,2.001,0.014,81.29,89.99
5.012,717.394,259.041,261.277,26.781,27.468,74.388,0.011,74.388,89.991,34.108,6.101,28.61,-80.599,0.077,1.723e-5,-0.953,-8.856e-4,81.209,89.991
5.062,730.379,260.326,262.587,24.602,25.138,76.1,0.012,76.1,89.991,34.386,5.163,28.61,-80.599,0.023,1.814e-5,0.662,0.006,81.176,89.991
5.112,743.425,261.499,263.783,22.321,22.883,77.826,0.012,77.826,89.991,34.64,5.037,28.61,-80.599,0.01,1.827e-5,-0.866,0.007,81.135,89.988
5.162,756.527,262.558,264.866,20.044,20.654,79.564,0.013,79.564,89.991,34.891,4.979,28.61,-80.599,0.054,1.697e-5,-0.138,0.001,81.107,89.987
5.212,769.679,263.505,265.836,17.863,18.387,81.315,0.013,81.315,89.991,35.13,4.36,28.61,-80.599,0.012,1.614e-5,0.857,0.039,81.128,89.985
5.262,782.875,264.346,266.695,15.743,16.098,83.076,0.013,83.076,89.991,35.316,3.361,28.61,-80.599,0.09,1.551e-5,0.346,-0.011,81.149,89.983
